# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		T		Skipped
0		8904		3390		3001		1.997
1		8313		6891		3014		1.994
2		7823		10468		3106		1.9909999
3		7424		14063		3080		1.9879999
4		7168		17608		3123		1.9849999
5		6901		21198		3178		1.9819999
6		6698		24757		3201		1.9789999
7		6600		28350		3199		1.9759998
8		6480		31999		3194		1.9729998
9		6314		35632		3229		1.9699998
10		6209		39250		3229		1.9669998
11		6076		42856		3205		1.9639997
12		5995		46499		3209		1.9609997
13		5889		50111		3158		1.9579997
14		5815		53736		3222		1.9549997
15		5778		57331		3230		1.9519997
16		5701		60955		3214		1.9489996
17		5595		64552		3246		1.9459996
18		5524		68148		3200		1.9429996
19		5472		71746		3240		1.9399996
20		5394		75378		3266		1.9369996
21		5386		78961		3240		1.9339995
22		5206		82546		3244		1.9309995
23		5227		86137		3282		1.9279995
24		5208		89748		3257		1.9249995
25		5152		93374		3239		1.9219995
26		5110		96957		3256		1.9189994
27		5066		100543		3248		1.9159994
28		4970		104132		3249		1.9129994
29		4980		107718		3243		1.9099994
30		4936		111299		3267		1.9069993
31		4894		114881		3235		1.9039993
32		4791		118469		3245		1.9009993
33		4786		122049		3254		1.8979993
34		4838		125644		3260		1.8949993
35		4795		129247		3250		1.8919992
36		4758		132833		3279		1.8889992
37		4741		136454		3253		1.8859992
38		4740		140089		3249		1.8829992
39		4690		143661		3254		1.8799992
40		4684		147264		3244		1.8769991
41		4673		150875		3260		1.8739991
42		4616		154444		3252		1.8709991
43		4585		158045		3246		1.8679991
44		4624		161644		3251		1.864999
45		4611		165254		3255		1.861999
46		4625		168847		3247		1.858999
47		4576		172421		3247		1.855999
48		4482		175992		3260		1.852999
49		4512		179596		3251		1.849999
50		4532		183191		3266		1.8469989
51		4537		186802		3245		1.8439989
52		4468		190361		3245		1.8409989
53		4489		193991		3263		1.8379989
54		4447		197549		3273		1.8349988
55		4506		201088		3289		1.8319988
56		4446		204677		3290		1.8289988
57		4473		208266		3286		1.8259988
58		4438		211895		3262		1.8229988
59		4370		215486		3262		1.8199987
60		4423		219084		3257		1.8169987
61		4313		222639		3272		1.8139987
62		4320		226235		3278		1.8109987
63		4326		229803		3269		1.8079987
64		4303		233389		3258		1.8049986
65		4370		237014		3270		1.8019986
66		4369		240613		3252		1.7989986
67		4247		244227		3261		1.7959986
68		4243		247831		3233		1.7929986
69		4248		251425		3219		1.7899985
70		4224		254997		3250		1.7869985
71		4277		258608		3226		1.7839985
72		4246		262222		3256		1.7809985
73		4237		265828		3238		1.7779984
74		4289		269400		3246		1.7749984
75		4207		272983		3256		1.7719984
76		4217		276545		3295		1.7689984
77		4195		280163		3288		1.7659984
78		4227		283787		3258		1.7629983
79		4183		287396		3256		1.7599983
80		4167		291037		3281		1.7569983
81		4181		294680		3267		1.7539983
82		4137		298266		3281		1.7509983
83		4165		301863		3292		1.7479982
84		4136		305425		3307		1.7449982
85		4120		309033		3295		1.7419982
86		4128		312624		3283		1.7389982
87		4121		316229		3296		1.7359982
88		4148		319854		3274		1.7329981
89		4116		323476		3273		1.7299981
90		4068		327090		3271		1.7269981
91		4004		330739		3264		1.7239981
92		4019		334350		3298		1.720998
93		4017		337955		3301		1.717998
94		3998		341554		3280		1.714998
95		4037		345175		3268		1.711998
96		4031		348788		3283		1.708998
97		4063		352428		3291		1.705998
98		3997		356029		3288		1.7029979
99		4008		359625		3283		1.6999979
100		4008		363230		3284		1.6969979
101		3995		366829		3278		1.6939979
102		3965		370423		3285		1.6909978
103		4000		374008		3320		1.6879978
104		4061		377628		3315		1.6849978
105		3991		381267		3313		1.6819978
106		4013		384873		3329		1.6789978
107		3971		388500		3305		1.6759977
108		3982		392088		3302		1.6729977
109		3900		395666		3304		1.6699977
110		3910		399298		3296		1.6669977
111		3872		402878		3294		1.6639977
112		3841		406434		3277		1.6609976
113		3822		410101		3288		1.6579976
114		3803		413703		3324		1.6549976
115		3807		417314		3316		1.6519976
116		3818		420869		3298		1.6489975
117		3832		424478		3304		1.6459975
118		3834		428070		3316		1.6429975
119		3780		431686		3304		1.6399975
120		3799		435246		3328		1.6369975
121		3776		438865		3309		1.6339974
122		3799		442492		3298		1.6309974
123		3776		446129		3309		1.6279974
124		3802		449740		3328		1.6249974
125		3804		453321		3317		1.6219974
126		3805		456925		3344		1.6189973
127		3740		460517		3328		1.6159973
128		3781		464148		3322		1.6129973
129		3759		467747		3319		1.6099973
130		3780		471365		3326		1.6069973
131		3721		474985		3328		1.6039972
132		3698		478644		3313		1.6009972
133		3706		482245		3321		1.5979972
134		3713		485815		3317		1.5949972
135		3693		489372		3302		1.5919971
136		3725		492982		3312		1.5889971
137		3727		496562		3336		1.5859971
138		3721		500151		3320		1.5829971
139		3713		503759		3318		1.5799971
140		3720		507404		3325		1.576997
141		3712		510995		3309		1.573997
